,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,carrier,gender
1172,name1173,lastname1173,July,6,1997,BS Legal Management,+63 927 251 2618,Globe,Male
1173,name1174,lastname1174,April,28,1997,BS Management,+63 927 929 9497,Globe,Male
1174,name1175,lastname1175,March,26,1998,BS Management,+63 918 969 6633,Smart,Male
1175,name1176,lastname1176,March,10,1997,BS Management Engineering,+63 927 870 1377,Globe,Male
1176,name1177,lastname1177,October,5,1999,BS Legal Management,+63 917 229 7640,Globe,Female
1177,name1178,lastname1178,January,17,1999,BS Legal Management,+63 927 272 9809,Globe,Male
1178,name1179,lastname1179,September,6,1998,BS Management,+63 917 605 9226,Globe,Female
1179,name1180,lastname1180,December,27,1998,BS Management Engineering,+63 918 301 4221,Smart,Female
1180,name1181,lastname1181,June,11,1998,BS Legal Management,+63 917 107 1646,Globe,Male
1181,name1182,lastname1182,April,22,1997,BS Legal Management,+63 927 882 1975,Globe,Female
1182,name1183,lastname1183,October,13,2001,BS Management,+63 917 452 8402,Globe,Female
1183,name1184,lastname1184,August,6,1998,BS Management,+63 917 376 6822,Globe,Male
1184,name1185,lastname1185,August,14,2000,BS Legal Management,+63 918 381 3967,Smart,Female
1185,name1186,lastname1186,May,26,1997,BS Legal Management,+63 927 232 1448,Globe,Male
1186,name1187,lastname1187,September,23,1999,BS Management,+63 927 969 6019,Globe,Male
1187,name1188,lastname1188,July,6,1997,BS Legal Management,+63 917 115 1871,Globe,Male
1188,name1189,lastname1189,March,27,1997,BS Management,+63 917 647 9836,Globe,Male
1189,name1190,lastname1190,April,18,1999,BS Management,+63 927 689 6829,Globe,Male
1190,name1191,lastname1191,October,22,1997,BS Management,+63 927 497 9934,Globe,Female
1191,name1192,lastname1192,June,23,1998,BS Management Engineering,+63 918 783 7500,Smart,Female
1192,name1193,lastname1193,August,8,2000,BS Information Technology Entrepreneurship,+63 927 276 6116,Globe,Male
1193,name1194,lastname1194,June,11,1999,BS Legal Management,+63 917 678 7819,Globe,Female
1194,name1195,lastname1195,October,24,1997,BS Information Technology Entrepreneurship,+63 918 989 3177,Smart,Male
1195,name1196,lastname1196,October,5,1999,BS Legal Management,+63 918 993 8803,Smart,Female
1196,name1197,lastname1197,December,15,1998,BS Information Technology Entrepreneurship,+63 918 317 1448,Smart,Female
1197,name1198,lastname1198,September,8,1999,BS Legal Management,+63 918 499 4910,Smart,Female
1198,name1199,lastname1199,February,15,2001,BS Management Engineering,+63 917 827 2415,Globe,Male
1199,name1200,lastname1200,May,6,1997,BS Management,+63 927 604 6296,Globe,Female
1200,name1201,lastname1201,December,26,1998,BS Communications Technology Management,+63 917 265 2898,Globe,Female
1201,name1202,lastname1202,December,25,1997,BS Management,+63 918 862 4131,Smart,Male
1202,name1203,lastname1203,March,15,1998,BS Information Technology Entrepreneurship,+63 918 780 9938,Smart,Male
1203,name1204,lastname1204,June,23,1997,BS Communications Technology Management,+63 927 738 1390,Globe,Female
1204,name1205,lastname1205,February,4,1998,BS Management Engineering,+63 918 149 2057,Smart,Female
1205,name1206,lastname1206,December,6,1997,BS Information Technology Entrepreneurship,+63 917 503 5133,Globe,Male
1206,name1207,lastname1207,July,13,1997,BS Communications Technology Management,+63 917 190 2065,Globe,Female
1207,name1208,lastname1208,June,12,1997,BS Communications Technology Management,+63 918 627 3137,Smart,Male
1208,name1209,lastname1209,July,12,2001,BS Information Technology Entrepreneurship,+63 917 954 5974,Globe,Male
1209,name1210,lastname1210,June,8,1997,BS Legal Management,+63 917 339 7016,Globe,Male
1210,name1211,lastname1211,November,24,2001,BS Legal Management,+63 918 289 8614,Smart,Female
1211,name1212,lastname1212,October,12,1997,BS Legal Management,+63 927 455 8949,Globe,Male
1212,name1213,lastname1213,April,22,1998,BS Management,+63 927 329 9292,Globe,Female
1213,name1214,lastname1214,April,25,2000,BS Legal Management,+63 927 468 3889,Globe,Female
1214,name1215,lastname1215,September,17,1998,BS Management,+63 917 874 9307,Globe,Female
1215,name1216,lastname1216,August,2,1999,BS Management,+63 918 223 5560,Smart,Female
1216,name1217,lastname1217,May,22,1997,BS Management Engineering,+63 927 734 2885,Globe,Female
1217,name1218,lastname1218,June,1,1997,BS Legal Management,+63 927 705 6125,Globe,Male
1218,name1219,lastname1219,October,6,1999,BS Legal Management,+63 918 746 1860,Smart,Female
1219,name1220,lastname1220,September,14,1998,BS Information Technology Entrepreneurship,+63 917 463 1439,Globe,Female
1220,name1221,lastname1221,February,23,1999,BS Information Technology Entrepreneurship,+63 917 737 1239,Globe,Male
1221,name1222,lastname1222,January,6,1998,BS Management Engineering,+63 918 811 7711,Smart,Female
1222,name1223,lastname1223,January,3,1998,BS Management Engineering,+63 918 718 2657,Smart,Male
1223,name1224,lastname1224,December,10,1998,BS Management,+63 927 344 7671,Globe,Male
1224,name1225,lastname1225,May,13,1999,BS Legal Management,+63 918 810 3975,Smart,Male
1225,name1226,lastname1226,June,1,1998,BS Management Engineering,+63 918 151 7087,Smart,Female
1226,name1227,lastname1227,June,4,1997,BS Management Engineering,+63 918 779 5698,Smart,Male
1227,name1228,lastname1228,March,27,1999,BS Management,+63 918 326 6859,Smart,Male
1228,name1229,lastname1229,December,16,1999,BS Information Technology Entrepreneurship,+63 918 377 9443,Smart,Male
1229,name1230,lastname1230,June,11,1998,BS Communications Technology Management,+63 917 396 7625,Globe,Male
1230,name1231,lastname1231,July,20,1998,BS Management Engineering,+63 918 666 9767,Smart,Male
1231,name1232,lastname1232,December,1,2001,BS Information Technology Entrepreneurship,+63 918 920 9381,Smart,Male
1232,name1233,lastname1233,September,10,1997,BS Legal Management,+63 917 979 3903,Globe,Male
1233,name1234,lastname1234,October,14,1999,BS Management Engineering,+63 918 680 8844,Smart,Female
1234,name1235,lastname1235,December,12,1999,BS Legal Management,+63 917 697 3635,Globe,Female
1235,name1236,lastname1236,January,14,2001,BS Information Technology Entrepreneurship,+63 918 689 1546,Smart,Female
1236,name1237,lastname1237,September,22,1997,BS Management Engineering,+63 917 172 2053,Globe,Male
1237,name1238,lastname1238,June,15,1999,BS Management Engineering,+63 918 134 1905,Smart,Female
1238,name1239,lastname1239,October,24,1999,BS Legal Management,+63 917 984 6519,Globe,Male
1239,name1240,lastname1240,August,18,2000,BS Management,+63 927 997 5569,Globe,Male
1240,name1241,lastname1241,December,2,1997,BS Management Engineering,+63 917 296 6356,Globe,Male
1241,name1242,lastname1242,September,27,1998,BS Management Engineering,+63 918 862 6792,Smart,Female
1242,name1243,lastname1243,March,12,1997,BS Information Technology Entrepreneurship,+63 917 745 3019,Globe,Male
1243,name1244,lastname1244,September,18,2000,BS Legal Management,+63 927 254 5069,Globe,Male
1244,name1245,lastname1245,October,14,1998,BS Communications Technology Management,+63 927 874 7695,Globe,Male
1245,name1246,lastname1246,December,3,2000,BS Legal Management,+63 917 386 3414,Globe,Female
1246,name1247,lastname1247,March,14,1999,BS Legal Management,+63 927 830 7116,Globe,Female
1247,name1248,lastname1248,January,11,1999,BS Legal Management,+63 927 928 3771,Globe,Male
1248,name1249,lastname1249,January,22,1999,BS Communications Technology Management,+63 918 214 1742,Smart,Female
1249,name1250,lastname1250,June,24,2000,BS Legal Management,+63 917 527 9027,Globe,Female
1250,name1251,lastname1251,March,23,1999,BS Management Engineering,+63 927 148 3443,Globe,Female
1251,name1252,lastname1252,April,16,2001,BS Communications Technology Management,+63 917 217 3713,Globe,Female
1252,name1253,lastname1253,November,11,2001,BS Communications Technology Management,+63 917 778 7376,Globe,Female
1253,name1254,lastname1254,February,23,1998,BS Information Technology Entrepreneurship,+63 918 236 7531,Smart,Female
1254,name1255,lastname1255,March,3,1998,BS Communications Technology Management,+63 918 827 7726,Smart,Female
1255,name1256,lastname1256,May,18,1997,BS Management Engineering,+63 917 913 7424,Globe,Female
1256,name1257,lastname1257,December,13,2000,BS Management Engineering,+63 917 664 9018,Globe,Male
1257,name1258,lastname1258,January,1,2000,BS Legal Management,+63 927 851 7870,Globe,Female
1258,name1259,lastname1259,October,27,2000,BS Information Technology Entrepreneurship,+63 917 757 9661,Globe,Female
1259,name1260,lastname1260,December,27,1998,BS Communications Technology Management,+63 927 348 5939,Globe,Male
1260,name1261,lastname1261,March,20,1999,BS Communications Technology Management,+63 918 778 1890,Smart,Male
1261,name1262,lastname1262,April,15,1999,BS Information Technology Entrepreneurship,+63 917 764 2428,Globe,Female
1262,name1263,lastname1263,May,12,2001,BS Information Technology Entrepreneurship,+63 927 685 6676,Globe,Male
1263,name1264,lastname1264,March,9,1997,BS Management Engineering,+63 917 229 7860,Globe,Male
1264,name1265,lastname1265,November,14,1997,BS Management,+63 918 581 9606,Smart,Female
1265,name1266,lastname1266,September,23,1998,BS Management Engineering,+63 927 997 4279,Globe,Male
1266,name1267,lastname1267,July,15,2001,BS Communications Technology Management,+63 918 694 7568,Smart,Female
1267,name1268,lastname1268,August,9,1997,BS Information Technology Entrepreneurship,+63 917 664 3619,Globe,Female
1268,name1269,lastname1269,August,14,1997,BS Information Technology Entrepreneurship,+63 917 760 9735,Globe,Male
1269,name1270,lastname1270,November,13,1998,BS Management Engineering,+63 918 652 7245,Smart,Male
1270,name1271,lastname1271,February,20,1999,BS Information Technology Entrepreneurship,+63 927 140 7068,Globe,Female
1271,name1272,lastname1272,April,17,1998,BS Communications Technology Management,+63 927 614 6148,Globe,Female
1272,name1273,lastname1273,August,6,1997,BS Information Technology Entrepreneurship,+63 917 586 4164,Globe,Male
1273,name1274,lastname1274,August,13,1997,BS Communications Technology Management,+63 918 669 5435,Smart,Male
1274,name1275,lastname1275,December,24,1999,BS Legal Management,+63 927 768 8793,Globe,Female
1275,name1276,lastname1276,December,23,1999,BS Management Engineering,+63 927 366 5156,Globe,Female
1276,name1277,lastname1277,October,15,1997,BS Management Engineering,+63 927 244 7457,Globe,Female
1277,name1278,lastname1278,April,6,1999,BS Information Technology Entrepreneurship,+63 917 496 2556,Globe,Male
1278,name1279,lastname1279,April,1,1998,BS Management Engineering,+63 917 391 4262,Globe,Female
1279,name1280,lastname1280,July,2,1998,BS Information Technology Entrepreneurship,+63 927 952 5373,Globe,Female
1280,name1281,lastname1281,June,7,1997,BS Communications Technology Management,+63 927 358 5434,Globe,Female
1281,name1282,lastname1282,May,28,2000,BS Legal Management,+63 927 775 9137,Globe,Male
1282,name1283,lastname1283,February,11,1998,BS Information Technology Entrepreneurship,+63 927 456 7882,Globe,Male
1283,name1284,lastname1284,February,21,1998,BS Communications Technology Management,+63 918 578 5873,Smart,Female
1284,name1285,lastname1285,January,16,2001,BS Information Technology Entrepreneurship,+63 927 604 5625,Globe,Male
1285,name1286,lastname1286,December,5,1997,BS Legal Management,+63 917 343 1678,Globe,Female
1286,name1287,lastname1287,November,20,1999,BS Management,+63 927 671 7058,Globe,Male
1287,name1288,lastname1288,July,15,2000,BS Information Technology Entrepreneurship,+63 917 926 9339,Globe,Male
1288,name1289,lastname1289,April,6,1998,BS Management,+63 918 603 3144,Smart,Female
1289,name1290,lastname1290,January,9,1997,BS Information Technology Entrepreneurship,+63 917 649 9107,Globe,Female
1290,name1291,lastname1291,December,25,1998,BS Communications Technology Management,+63 918 189 2364,Smart,Male
1291,name1292,lastname1292,June,17,1999,BS Management,+63 927 230 7369,Globe,Female
1292,name1293,lastname1293,December,24,2000,BS Communications Technology Management,+63 917 937 4233,Globe,Female
1293,name1294,lastname1294,January,21,1997,BS Legal Management,+63 918 454 4441,Smart,Male
1294,name1295,lastname1295,November,4,1997,BS Management,+63 918 909 9136,Smart,Male
1295,name1296,lastname1296,July,17,1998,BS Information Technology Entrepreneurship,+63 927 520 7341,Globe,Female
1296,name1297,lastname1297,November,8,1998,BS Management,+63 917 984 2112,Globe,Male
1297,name1298,lastname1298,November,14,1998,BS Legal Management,+63 917 297 6698,Globe,Male
1298,name1299,lastname1299,February,8,2000,BS Communications Technology Management,+63 927 361 2358,Globe,Male
1299,name1300,lastname1300,February,13,1997,BS Information Technology Entrepreneurship,+63 918 305 5557,Smart,Male
1300,name1301,lastname1301,November,3,2001,BS Management Engineering,+63 918 649 7146,Smart,Female
1301,name1302,lastname1302,June,5,1998,BS Communications Technology Management,+63 927 367 2582,Globe,Female
1302,name1303,lastname1303,April,3,1999,BS Management Engineering,+63 917 853 8031,Globe,Male
1303,name1304,lastname1304,May,20,1999,BS Management Engineering,+63 917 293 2779,Globe,Male
1304,name1305,lastname1305,June,11,1999,BS Management Engineering,+63 927 157 6141,Globe,Female
1305,name1306,lastname1306,February,10,2000,BS Management Engineering,+63 918 105 3008,Smart,Male
1306,name1307,lastname1307,December,7,1998,BS Management,+63 927 442 9699,Globe,Male
1307,name1308,lastname1308,September,24,1997,BS Management Engineering,+63 927 791 5437,Globe,Male
1308,name1309,lastname1309,November,2,1997,BS Legal Management,+63 917 989 2463,Globe,Male
1309,name1310,lastname1310,June,22,1997,BS Legal Management,+63 918 664 5609,Smart,Female
1310,name1311,lastname1311,April,16,1997,BS Management,+63 927 485 9982,Globe,Female
1311,name1312,lastname1312,December,25,1999,BS Legal Management,+63 917 889 5141,Globe,Male
1312,name1313,lastname1313,August,21,1997,BS Information Technology Entrepreneurship,+63 918 187 9370,Smart,Male
1313,name1314,lastname1314,November,15,1999,BS Communications Technology Management,+63 927 758 7096,Globe,Male
1314,name1315,lastname1315,August,5,1997,BS Management Engineering,+63 927 465 4328,Globe,Male
1315,name1316,lastname1316,September,10,1998,BS Management Engineering,+63 927 261 2847,Globe,Male
1316,name1317,lastname1317,April,14,1998,BS Legal Management,+63 927 832 5579,Globe,Male
1317,name1318,lastname1318,May,25,1999,BS Communications Technology Management,+63 918 321 8721,Smart,Female
1318,name1319,lastname1319,October,2,1998,BS Management,+63 927 789 4964,Globe,Female
1319,name1320,lastname1320,December,18,1997,BS Management,+63 918 445 6057,Smart,Male
1320,name1321,lastname1321,December,20,1998,BS Management,+63 917 298 9407,Globe,Male
1321,name1322,lastname1322,June,24,1997,BS Management,+63 918 790 8368,Smart,Male
1322,name1323,lastname1323,September,22,1998,BS Management,+63 917 773 9435,Globe,Female
1323,name1324,lastname1324,March,19,1999,BS Management,+63 917 745 5874,Globe,Female
